id,status,category,flag,priority
440385,Inactive,6,0,2
440386,Active,3,0,1
440387,Inactive,4,0,3
440388,Active,2,0,5
440389,Inactive,0,0,1
440390,Active,5,0,5
440391,Active,9,0,3
440392,Inactive,4,1,4
440393,Active,4,0,4
440394,Active,5,0,3
440395,Pending,5,1,4
440396,Pending,0,0,2
440397,Active,2,0,2
440398,Active,4,1,2
440399,Active,2,0,3
440400,Inactive,7,0,4
440401,Inactive,7,0,1
440402,Inactive,8,0,2
440403,Inactive,1,1,2
440404,Active,5,1,4
440405,Pending,1,1,5
440406,Active,0,1,5
440407,Active,4,0,2
440408,Inactive,0,1,5
440409,Active,1,0,4
440410,Pending,5,1,2
440411,Active,9,0,4
440412,Inactive,3,1,2
440413,Active,6,1,5
440414,Pending,8,0,3
440415,Active,7,0,1
440416,Active,3,0,2
440417,Active,4,1,1
440418,Inactive,8,0,4
440419,Active,3,1,2
440420,Inactive,2,0,5
440421,Inactive,2,0,1
440422,Active,1,0,4
440423,Inactive,9,1,3
440424,Pending,8,0,1
440425,Pending,1,0,1
440426,Pending,7,0,4
440427,Active,3,1,5
440428,Active,1,0,2
440429,Active,8,1,3
440430,Active,7,0,4
440431,Active,4,0,4
440432,Inactive,2,1,3
440433,Active,2,1,1
440434,Active,9,1,2
440435,Inactive,1,1,5
440436,Pending,2,1,1
440437,Pending,9,0,3
440438,Active,6,0,1
440439,Active,6,0,4
440440,Inactive,4,0,3
440441,Active,0,1,3
440442,Active,5,0,2
440443,Pending,6,1,4
440444,Inactive,3,1,4
440445,Pending,6,1,4
440446,Active,2,1,2
440447,Inactive,1,1,2
440448,Inactive,0,0,1
440449,Inactive,0,1,2
440450,Inactive,8,0,4
440451,Active,2,0,1
440452,Active,3,1,4
440453,Active,2,1,4
440454,Pending,1,1,5
440455,Inactive,0,0,3
440456,Inactive,3,1,3
440457,Inactive,4,0,5
440458,Inactive,7,0,2
440459,Pending,3,1,2
440460,Inactive,9,1,3
440461,Active,6,1,2
440462,Active,8,1,2
440463,Active,6,0,3
440464,Active,7,0,1
440465,Active,7,1,3
440466,Inactive,5,0,3
440467,Inactive,1,1,4
440468,Pending,4,0,5
440469,Active,8,1,4
440470,Active,0,0,5
440471,Active,4,0,3
440472,Active,4,1,5
440473,Inactive,4,0,3
440474,Pending,3,1,1
440475,Active,9,1,4
440476,Active,0,1,4
440477,Inactive,4,1,4
440478,Active,0,0,3
440479,Active,4,0,1
440480,Active,8,1,3
440481,Inactive,9,1,5
440482,Inactive,9,1,1
440483,Inactive,8,0,5
440484,Pending,1,0,2
440485,Pending,4,0,5
440486,Active,5,0,4
440487,Pending,3,1,1
440488,Active,0,0,1
440489,Inactive,5,0,1
440490,Active,5,1,2
440491,Active,1,0,2
440492,Active,4,1,1
440493,Pending,9,1,3
440494,Pending,5,0,2
440495,Inactive,3,0,2
440496,Active,8,0,4
440497,Pending,0,1,1
440498,Pending,1,1,5
440499,Active,5,1,4
440500,Inactive,2,0,5
440501,Inactive,5,0,2
440502,Inactive,7,1,4
440503,Active,0,0,1
440504,Inactive,0,1,5
440505,Inactive,3,1,1
440506,Active,5,0,4
440507,Inactive,5,1,5
440508,Active,2,1,4
440509,Active,0,0,4
440510,Pending,5,0,3
440511,Inactive,8,1,4
440512,Pending,8,0,5
440513,Active,6,1,5
440514,Active,6,1,2
440515,Active,0,0,4
440516,Pending,8,1,4
440517,Active,9,0,2
440518,Inactive,2,1,3
440519,Inactive,2,0,2
440520,Inactive,9,0,2
440521,Pending,7,0,5
440522,Active,7,0,4
440523,Active,6,1,2
440524,Inactive,2,0,4
440525,Pending,6,0,5
440526,Active,8,1,2
440527,Active,7,1,3
440528,Active,4,0,5
440529,Active,4,1,2
440530,Active,7,0,3
440531,Active,6,1,4
440532,Active,3,1,1
440533,Pending,3,1,2
440534,Active,5,1,5
440535,Inactive,3,0,4
440536,Pending,3,1,3
440537,Pending,7,0,5
440538,Active,7,1,5
440539,Active,6,0,2
440540,Inactive,0,1,4
440541,Pending,9,1,4
440542,Active,8,0,2
440543,Active,4,0,1
440544,Active,4,1,2
440545,Active,4,0,4
440546,Pending,7,1,3
440547,Active,5,1,3
440548,Active,6,0,1
440549,Active,7,0,2
440550,Inactive,6,0,5
440551,Inactive,8,1,4
440552,Active,2,1,5
440553,Active,8,1,1
440554,Active,8,1,4
440555,Active,8,1,2
440556,Inactive,3,1,2
440557,Pending,0,0,4
440558,Active,4,1,1
440559,Pending,7,0,3
440560,Inactive,3,0,1
440561,Active,0,1,2
440562,Active,8,0,5
440563,Pending,3,0,5
440564,Inactive,6,0,3
440565,Pending,6,1,1
440566,Inactive,2,0,2
440567,Active,7,0,2
440568,Active,9,1,5
440569,Inactive,1,1,5
440570,Active,7,1,4
440571,Inactive,9,1,5
440572,Active,8,0,1
440573,Inactive,0,1,5
440574,Pending,4,0,5
440575,Inactive,5,1,1
440576,Active,7,1,1
440577,Inactive,4,1,5
440578,Active,0,0,3
440579,Inactive,8,1,4
440580,Active,4,1,3
440581,Inactive,7,0,1
440582,Pending,5,0,4
440583,Inactive,6,0,5
440584,Inactive,0,1,2
440585,Pending,5,1,2
440586,Inactive,8,0,5
440587,Inactive,7,0,2
440588,Inactive,9,0,4
440589,Inactive,4,0,2
440590,Active,8,0,1
440591,Active,4,0,4
440592,Active,3,0,3
440593,Pending,1,0,2
440594,Active,7,1,5
440595,Inactive,7,0,2
440596,Active,1,0,1
440597,Pending,5,0,1
440598,Pending,5,1,5
440599,Pending,5,0,1
440600,Pending,0,1,1
440601,Active,2,0,3
440602,Inactive,0,1,3
440603,Active,0,1,2
440604,Inactive,5,1,4
440605,Active,6,1,4
440606,Active,6,1,2
440607,Active,7,1,2
440608,Pending,8,1,5
440609,Pending,2,1,5
440610,Active,1,0,4
440611,Active,3,1,1
440612,Inactive,1,1,4
440613,Active,3,1,5
440614,Active,6,0,3
440615,Inactive,6,0,3
440616,Active,9,1,3
440617,Pending,0,1,1
440618,Inactive,5,0,2
440619,Active,7,0,3
440620,Inactive,1,1,2
440621,Active,2,0,5
440622,Active,9,1,3
440623,Pending,4,1,5
440624,Active,7,0,3
440625,Inactive,9,1,2
440626,Inactive,7,1,5
440627,Inactive,7,1,1
440628,Pending,4,1,2
440629,Inactive,0,1,5
440630,Inactive,2,0,2
440631,Active,7,1,3
440632,Active,6,1,1
440633,Active,5,0,4
440634,Active,8,0,3
440635,Active,9,1,3
440636,Active,0,0,3
440637,Active,6,0,1
440638,Inactive,5,1,1
440639,Inactive,3,1,1
440640,Active,6,1,1
440641,Active,4,1,5
440642,Active,4,1,5
440643,Pending,3,1,4
440644,Pending,5,1,3
440645,Pending,1,0,1
440646,Inactive,3,0,3
440647,Pending,3,0,5
440648,Active,4,1,3
440649,Active,2,1,2
440650,Pending,9,0,1
440651,Active,2,0,5
440652,Active,1,1,4
440653,Inactive,7,1,2
440654,Active,9,0,2
440655,Active,7,1,2
440656,Active,0,0,2
440657,Pending,8,0,3
440658,Active,6,0,4
440659,Active,3,1,3
440660,Active,1,0,3
440661,Inactive,1,1,3
440662,Active,1,1,1
440663,Active,8,0,5
440664,Pending,6,0,5
440665,Active,6,1,4
440666,Pending,5,0,3
440667,Pending,5,1,3
440668,Pending,3,0,1
440669,Pending,6,0,3
440670,Active,7,0,1
440671,Active,2,1,5
440672,Pending,0,1,5
440673,Inactive,0,1,3
440674,Inactive,9,1,4
440675,Pending,8,1,1
440676,Pending,1,1,2
440677,Inactive,4,0,4
440678,Inactive,5,0,5
440679,Pending,1,0,1
440680,Active,8,0,5
440681,Active,1,1,2
440682,Inactive,0,1,1
440683,Inactive,7,0,1
440684,Active,9,1,3
440685,Inactive,2,1,3
440686,Active,7,1,1
440687,Inactive,7,0,2
440688,Inactive,0,1,4
440689,Inactive,5,1,1
440690,Inactive,2,0,5
440691,Active,8,1,4
440692,Active,6,1,4
440693,Inactive,4,0,1
440694,Active,0,0,5
440695,Inactive,9,1,4
440696,Pending,2,1,5
440697,Inactive,8,0,2
440698,Active,9,0,4
440699,Active,9,1,5
440700,Active,5,0,2
440701,Active,1,0,2
440702,Inactive,7,1,5
440703,Active,2,0,4
440704,Active,7,1,3
440705,Active,9,1,2
440706,Inactive,5,0,1
440707,Pending,4,0,1
440708,Inactive,2,1,1
440709,Pending,8,1,1
440710,Active,1,0,3
440711,Active,3,1,4
440712,Inactive,5,1,3
440713,Inactive,0,1,2
440714,Pending,1,1,3
440715,Active,9,0,5
440716,Active,7,1,1
440717,Pending,8,0,3
440718,Pending,9,0,5
440719,Active,3,1,4
440720,Inactive,9,0,5
440721,Inactive,8,1,5
440722,Inactive,3,1,3
440723,Pending,7,1,3
440724,Active,2,1,5
440725,Inactive,0,0,3
440726,Pending,1,1,2
440727,Active,5,1,5
440728,Pending,7,0,4
440729,Active,4,0,5
440730,Active,2,1,2
440731,Active,1,0,2
440732,Pending,9,1,1
440733,Inactive,8,0,5
440734,Inactive,6,0,3
440735,Pending,7,0,4
440736,Active,5,1,3
440737,Active,1,0,5
440738,Pending,4,1,3
440739,Active,4,1,3
440740,Inactive,4,1,1
440741,Inactive,9,1,4
440742,Pending,4,1,4
440743,Pending,1,0,4
440744,Inactive,2,0,2
440745,Active,8,1,2
440746,Inactive,0,1,3
440747,Active,7,1,5
440748,Inactive,8,1,2
440749,Inactive,9,0,2
440750,Inactive,0,0,4
440751,Pending,2,1,3
440752,Active,7,0,5
440753,Active,5,0,5
440754,Active,2,0,5
440755,Active,1,0,5
440756,Active,5,0,1
440757,Active,2,1,4
440758,Pending,8,0,4
440759,Inactive,4,1,2
440760,Active,7,0,1
440761,Active,1,1,2
440762,Inactive,8,0,1
440763,Inactive,3,1,5
440764,Active,9,0,5
440765,Inactive,0,0,2
440766,Active,1,1,1
440767,Inactive,3,0,3
440768,Pending,8,1,2
440769,Inactive,7,1,4
440770,Inactive,9,0,2
440771,Active,4,0,5
440772,Inactive,6,0,3
440773,Pending,0,1,1
440774,Active,5,1,2
440775,Pending,7,0,2
440776,Active,3,0,3
440777,Inactive,8,0,5
440778,Inactive,0,1,1
440779,Inactive,8,1,5
440780,Active,6,1,1
440781,Active,1,1,2
440782,Pending,4,1,4
440783,Active,9,0,5
440784,Inactive,9,1,1
440785,Active,5,1,2
440786,Inactive,1,0,1
440787,Inactive,7,1,5
440788,Pending,1,0,5
440789,Active,4,0,2
440790,Pending,8,1,1
440791,Active,3,1,5
440792,Inactive,2,0,2
440793,Active,5,1,3
440794,Active,6,0,1
440795,Pending,8,0,4
440796,Inactive,7,0,5
440797,Active,9,1,3
440798,Inactive,3,0,1
440799,Pending,8,0,4
440800,Inactive,8,0,4
440801,Active,2,0,2
440802,Pending,5,1,5
440803,Active,9,0,4
440804,Active,0,1,1
440805,Inactive,7,1,3
440806,Inactive,7,0,3
440807,Active,9,1,1
440808,Active,2,1,1
440809,Active,4,0,4
440810,Active,2,1,1
440811,Inactive,7,1,1
440812,Inactive,4,0,2
440813,Active,6,0,2
440814,Pending,3,0,1
440815,Active,3,0,5
440816,Inactive,6,1,5
440817,Pending,3,1,5
440818,Active,3,1,1
440819,Active,1,1,3
440820,Active,3,1,3
440821,Active,2,1,2
440822,Inactive,4,0,5
440823,Active,0,0,2
440824,Active,5,0,4
440825,Pending,2,0,4
440826,Active,3,1,1
440827,Active,5,0,4
440828,Inactive,7,0,4
440829,Active,0,0,5
440830,Pending,9,0,2
440831,Active,5,1,3
440832,Active,5,1,5
440833,Inactive,0,0,1
440834,Active,2,0,2
440835,Active,7,0,4
440836,Active,1,0,5
440837,Inactive,4,0,4
440838,Pending,7,0,2
440839,Inactive,1,0,3
440840,Inactive,9,1,3
440841,Inactive,6,1,4
440842,Pending,7,1,5
440843,Active,0,0,3
440844,Active,9,1,5
440845,Active,6,1,4
440846,Pending,5,1,4
440847,Active,6,0,4
440848,Inactive,9,1,2
440849,Inactive,3,0,5
440850,Active,8,1,4
440851,Active,2,0,5
440852,Pending,2,0,5
440853,Active,2,0,3
440854,Active,3,1,3
440855,Active,1,0,5
440856,Active,6,0,5
440857,Inactive,3,0,1
440858,Active,2,0,4
440859,Inactive,4,0,5
440860,Active,2,1,5
440861,Inactive,9,0,4
440862,Inactive,9,0,5
440863,Active,2,0,5
440864,Inactive,5,0,1
440865,Inactive,4,0,1
440866,Active,6,1,5
440867,Inactive,7,0,2
440868,Inactive,7,0,3
440869,Active,3,1,3
440870,Active,5,0,1
440871,Pending,6,1,2
440872,Active,3,0,2
440873,Active,5,1,1
440874,Active,4,1,2
440875,Inactive,2,1,1
440876,Active,6,0,4
440877,Inactive,4,1,5
440878,Inactive,7,0,2
440879,Inactive,9,1,5
440880,Inactive,8,1,5
440881,Active,2,1,2
440882,Active,6,0,5
440883,Pending,0,0,5
440884,Inactive,6,0,4
440885,Inactive,8,1,2
440886,Inactive,1,1,4
440887,Pending,7,0,2
440888,Active,9,1,4
440889,Active,2,0,2
440890,Pending,7,0,1
440891,Inactive,0,1,4
440892,Pending,9,0,2
440893,Pending,7,0,4
440894,Active,8,1,5
440895,Active,4,0,1
440896,Pending,9,1,3
440897,Active,2,1,5
440898,Pending,2,1,3
440899,Active,1,0,3
440900,Active,6,0,3
440901,Active,0,0,4
440902,Pending,4,1,3
440903,Active,9,1,3
440904,Pending,0,1,3
440905,Active,2,0,1
440906,Inactive,2,1,2
440907,Inactive,4,0,3
440908,Inactive,4,1,3
440909,Inactive,9,1,1
440910,Active,5,1,2
440911,Active,1,1,5
440912,Active,8,0,2
440913,Pending,1,0,5
440914,Active,6,0,1
440915,Active,4,0,5
440916,Pending,6,0,5
440917,Inactive,3,0,2
440918,Active,5,1,3
440919,Active,0,0,1
440920,Active,1,0,5
440921,Active,8,1,4
440922,Inactive,2,0,5
440923,Pending,0,1,3
440924,Pending,7,0,1
440925,Inactive,3,1,1
440926,Active,8,1,5
440927,Active,2,1,2
440928,Inactive,0,0,4
440929,Active,0,0,3
440930,Active,4,0,4
440931,Pending,3,1,2
440932,Inactive,8,1,4
440933,Active,7,1,5
440934,Active,0,1,4
440935,Active,4,1,5
440936,Pending,5,0,3
440937,Active,0,0,4
440938,Inactive,5,1,1
440939,Pending,4,1,4
440940,Active,1,0,5
440941,Pending,2,0,4
440942,Inactive,4,0,2
440943,Inactive,7,0,4
440944,Inactive,4,1,4
440945,Inactive,2,1,2
440946,Active,4,0,1
440947,Inactive,3,0,3
440948,Active,8,0,2
440949,Active,4,0,1
440950,Active,7,0,1
440951,Pending,2,0,1
440952,Inactive,8,0,1
440953,Inactive,2,1,5
440954,Pending,3,0,5
440955,Inactive,4,1,3
440956,Pending,2,1,5
440957,Active,0,0,4
440958,Active,0,1,1
440959,Inactive,8,0,4
440960,Active,0,0,4
440961,Pending,4,1,5
440962,Inactive,7,1,1
440963,Active,5,1,3
440964,Inactive,2,0,2
440965,Pending,2,1,1
440966,Pending,3,1,2
440967,Active,2,0,5
440968,Active,3,0,5
440969,Inactive,1,0,2
440970,Pending,7,1,5
440971,Pending,3,1,1
440972,Active,7,1,2
440973,Active,4,0,4
440974,Inactive,2,1,2
440975,Inactive,1,0,1
440976,Inactive,1,1,2
440977,Inactive,4,1,3
440978,Inactive,3,0,2
440979,Inactive,0,1,5
440980,Active,8,1,1
440981,Active,8,0,3
440982,Pending,3,0,2
440983,Inactive,3,0,3
440984,Pending,1,0,1
440985,Active,7,0,5
440986,Inactive,4,1,3
440987,Inactive,1,1,5
440988,Inactive,7,1,3
440989,Active,4,0,1
440990,Active,2,0,3
440991,Inactive,3,1,3
440992,Pending,4,1,3
440993,Inactive,5,0,3
440994,Inactive,9,0,5
440995,Active,6,1,5
440996,Active,1,1,4
440997,Active,0,1,2
440998,Pending,2,0,5
440999,Inactive,1,0,2
441000,Inactive,9,1,3
441001,Active,6,0,3
441002,Active,5,0,2
441003,Active,4,0,5
441004,Active,3,0,5
441005,Active,5,0,1
441006,Active,0,0,1
441007,Active,2,1,2
441008,Inactive,3,0,4
441009,Active,2,1,2
441010,Inactive,3,0,2
441011,Pending,6,1,1
441012,Pending,0,1,4
441013,Pending,3,0,3
441014,Active,3,1,5
441015,Inactive,6,0,4
441016,Active,0,1,3
441017,Active,6,0,2
441018,Active,6,0,1
441019,Pending,5,0,2
441020,Active,9,0,3
441021,Active,0,0,5
441022,Active,7,1,3
441023,Active,7,0,2
441024,Pending,5,1,2
441025,Inactive,7,1,3
441026,Active,6,0,4
441027,Active,0,1,1
441028,Active,2,1,1
441029,Active,7,1,3
441030,Active,8,0,3
441031,Active,4,1,1
441032,Active,3,1,3
441033,Inactive,9,1,2
441034,Active,5,1,2
441035,Inactive,4,0,4
441036,Inactive,1,0,1
441037,Pending,6,0,4
441038,Inactive,4,1,1
441039,Active,5,0,3
441040,Inactive,0,0,2
441041,Pending,3,0,1
441042,Pending,7,0,3
441043,Pending,8,1,3
441044,Inactive,4,1,5
441045,Active,8,1,2
441046,Pending,7,1,2
441047,Inactive,0,1,3
441048,Active,3,1,2
441049,Active,6,0,2
441050,Inactive,1,0,4
441051,Active,6,0,3
441052,Active,9,1,1
441053,Active,1,0,3
441054,Active,1,1,3
441055,Active,2,1,2
441056,Active,2,1,3
441057,Inactive,4,1,5
441058,Active,9,0,4
441059,Inactive,2,1,2
441060,Inactive,4,0,5
441061,Pending,4,0,1
441062,Inactive,6,0,3
441063,Inactive,3,0,5
441064,Active,4,0,5
441065,Active,5,0,3
441066,Active,6,1,3
441067,Inactive,9,0,1
441068,Inactive,9,0,1
441069,Inactive,1,0,2
441070,Pending,8,1,4
441071,Active,6,1,1
441072,Active,5,0,1
441073,Active,2,0,4
441074,Active,4,1,4
441075,Active,5,1,4
441076,Inactive,4,0,2
441077,Inactive,1,1,1
441078,Pending,2,1,2
441079,Active,6,1,5
441080,Active,1,0,5
441081,Active,1,0,4
441082,Active,4,1,2
441083,Active,5,1,1
441084,Active,8,0,5
441085,Active,5,1,1
441086,Pending,3,1,5
441087,Inactive,8,1,2
441088,Pending,5,1,1
441089,Pending,4,1,5
441090,Active,2,1,2
441091,Pending,8,0,2
441092,Inactive,3,1,1
441093,Active,4,1,1
441094,Active,5,1,3
441095,Inactive,6,0,3
441096,Active,7,0,5
441097,Inactive,7,0,3
441098,Inactive,6,0,1
441099,Active,8,1,5
441100,Inactive,3,1,2
441101,Inactive,0,1,4
441102,Inactive,9,1,4
441103,Pending,1,1,4
441104,Active,9,1,5
441105,Active,7,1,2
441106,Active,4,1,1
441107,Active,6,1,1
441108,Active,3,0,4
441109,Active,8,1,3
441110,Inactive,5,1,2
441111,Active,7,1,2
441112,Active,3,1,3
441113,Active,6,0,3
441114,Inactive,0,1,4
441115,Pending,1,0,3
441116,Active,6,1,1
441117,Pending,1,1,5
441118,Pending,9,1,4
441119,Inactive,1,0,2
441120,Active,8,1,3
441121,Active,3,1,4
441122,Inactive,1,0,5
441123,Active,6,0,4
441124,Active,6,0,1
441125,Active,7,0,5
441126,Active,3,0,4
441127,Pending,4,1,5
441128,Active,6,1,2
441129,Active,0,0,1
441130,Active,7,0,4
441131,Inactive,4,0,1
441132,Active,2,0,4
441133,Inactive,3,0,1
441134,Active,8,1,3
441135,Active,4,0,2
441136,Active,3,1,2
441137,Inactive,4,1,2
441138,Inactive,1,0,5
441139,Active,7,0,1
441140,Pending,3,0,3
441141,Active,3,0,4
441142,Active,9,0,2
441143,Active,0,0,3
441144,Active,0,1,2
441145,Active,9,0,4
441146,Active,1,1,5
441147,Active,5,0,3
441148,Pending,0,0,3
441149,Active,9,0,4
441150,Active,0,1,3
441151,Pending,2,0,3
441152,Active,3,0,2
441153,Pending,7,1,5
441154,Pending,9,1,1
441155,Inactive,9,1,4
441156,Inactive,6,0,5
441157,Inactive,3,1,3
441158,Active,5,0,5
441159,Pending,7,0,4
441160,Active,3,0,3
441161,Active,5,1,4
441162,Active,8,0,3
441163,Inactive,7,1,2
441164,Inactive,6,0,4
441165,Pending,7,1,3
441166,Active,2,1,4
441167,Active,6,0,1
441168,Active,2,0,3
441169,Active,1,1,1
441170,Active,8,0,5
441171,Active,1,1,3
441172,Active,6,0,3
441173,Active,0,0,2
441174,Active,8,1,2
441175,Pending,7,1,2
441176,Active,1,1,5
441177,Active,9,0,5
441178,Active,5,1,4
441179,Inactive,2,1,2
441180,Active,7,1,5
441181,Inactive,5,0,1
441182,Active,4,1,2
441183,Active,8,0,4
441184,Pending,7,0,1
441185,Active,8,0,5
441186,Active,7,1,4
441187,Active,9,1,4
441188,Pending,2,1,2
441189,Inactive,8,1,2
441190,Active,7,1,3
441191,Active,5,1,2
441192,Inactive,5,0,2
441193,Inactive,6,0,1
441194,Active,7,1,1
441195,Inactive,9,1,3
441196,Pending,1,1,2
441197,Active,8,0,2
441198,Active,4,1,1
441199,Active,4,0,5
441200,Pending,6,0,5
441201,Inactive,4,1,1
441202,Active,7,1,1
441203,Active,1,0,1
441204,Inactive,8,0,3
441205,Active,3,1,1
441206,Active,7,0,4
441207,Active,0,0,4
441208,Active,0,0,3
441209,Inactive,4,1,4
441210,Active,3,1,5
441211,Active,8,0,1
441212,Inactive,0,0,3
441213,Inactive,7,0,2
441214,Inactive,2,1,1
441215,Pending,0,1,5
441216,Active,7,0,1
441217,Pending,1,1,1
441218,Inactive,7,1,2
441219,Inactive,0,0,2
441220,Inactive,9,0,3
441221,Inactive,3,0,4
441222,Inactive,0,0,5
441223,Active,8,0,2
441224,Inactive,5,1,5
441225,Inactive,4,0,3
441226,Active,9,1,2
441227,Active,8,1,1
441228,Inactive,6,1,5
441229,Pending,7,0,5
441230,Pending,6,0,2
441231,Inactive,3,0,4
441232,Pending,7,0,2
441233,Active,7,0,2
441234,Inactive,4,0,3
441235,Active,0,0,1
441236,Active,5,0,5
441237,Pending,8,1,4
441238,Active,9,0,2
441239,Pending,7,0,3
441240,Active,2,0,3
441241,Active,0,1,2
441242,Active,7,0,4
441243,Active,4,0,5
441244,Inactive,4,0,3
441245,Pending,9,1,4
441246,Inactive,5,1,2
441247,Inactive,4,1,2
441248,Active,4,1,1
441249,Active,8,1,2
441250,Active,7,0,1
441251,Active,9,0,5
441252,Inactive,3,1,4
441253,Pending,9,0,1
441254,Active,7,0,5
441255,Active,5,1,2
441256,Inactive,4,0,1
441257,Active,9,1,5
441258,Inactive,0,1,2
441259,Pending,8,1,2
441260,Inactive,1,1,5
441261,Pending,2,0,1
441262,Pending,6,0,2
441263,Inactive,5,1,4
441264,Inactive,9,1,3
441265,Active,8,0,1
441266,Inactive,7,1,2
441267,Pending,8,0,5
441268,Inactive,9,1,5
441269,Inactive,2,1,4
441270,Active,9,0,4
441271,Active,1,1,2
441272,Active,8,0,5
441273,Inactive,0,1,1
441274,Pending,8,0,4
441275,Inactive,5,1,5
441276,Inactive,8,1,2
441277,Active,2,1,4
441278,Active,2,0,1
441279,Pending,1,0,3
441280,Pending,9,0,1
441281,Pending,3,0,1
441282,Pending,2,0,1
441283,Active,3,1,5
441284,Pending,7,1,2
441285,Pending,8,1,3
441286,Pending,5,0,5
441287,Inactive,2,0,4
441288,Inactive,1,0,3
441289,Active,8,0,4
441290,Active,7,0,4
441291,Active,1,0,1
441292,Active,2,0,3
441293,Inactive,5,0,5
441294,Active,7,0,3
441295,Inactive,2,0,4
441296,Active,3,1,5
441297,Inactive,6,1,4
441298,Active,9,1,1
441299,Inactive,8,1,3
441300,Pending,5,0,4
441301,Active,2,0,4
441302,Active,0,1,5
441303,Active,4,1,4
441304,Inactive,7,1,5
441305,Inactive,6,0,5
441306,Inactive,5,1,3
441307,Active,3,1,2
441308,Active,7,1,1
441309,Inactive,6,1,3
441310,Inactive,5,1,2
441311,Pending,7,1,4
441312,Active,4,0,4
441313,Pending,2,1,2
441314,Active,0,0,2
441315,Inactive,6,0,4
441316,Pending,1,1,3
441317,Pending,3,1,3
441318,Active,0,0,2
441319,Inactive,8,1,5
441320,Pending,9,0,1
441321,Inactive,1,0,5
441322,Active,7,0,3
441323,Active,5,1,4
441324,Active,9,0,2
441325,Active,3,1,1
441326,Active,4,1,3
441327,Pending,3,1,4
441328,Inactive,4,0,5
441329,Active,8,1,2
441330,Inactive,1,0,5
441331,Pending,1,1,1
441332,Inactive,1,1,3
441333,Inactive,0,0,3
441334,Active,4,1,3
441335,Active,3,1,3
441336,Pending,7,1,5
441337,Pending,8,1,3
441338,Pending,6,0,3
441339,Active,2,0,5
441340,Inactive,4,1,5
441341,Active,2,0,1
441342,Active,3,0,1
441343,Pending,6,0,2
441344,Inactive,4,0,4
441345,Active,2,1,1
441346,Active,8,1,3
441347,Active,3,1,1
441348,Active,3,1,1
441349,Pending,9,1,3
441350,Inactive,1,0,3
441351,Inactive,3,1,4
441352,Inactive,1,0,2
441353,Pending,8,0,5
441354,Pending,1,1,5
441355,Active,1,1,5
441356,Inactive,4,1,5
441357,Inactive,1,0,2
441358,Pending,8,0,3
441359,Active,5,0,5
441360,Active,9,1,4
441361,Active,9,1,4
441362,Active,9,1,1
441363,Pending,8,1,5
441364,Inactive,4,1,5
441365,Active,1,1,4
441366,Active,5,0,1
441367,Active,6,1,4
441368,Inactive,0,0,1
441369,Inactive,7,0,1
441370,Pending,9,0,4
441371,Active,8,0,2
441372,Inactive,1,1,5
441373,Inactive,3,1,4
441374,Active,4,0,3
441375,Active,6,0,1
441376,Pending,2,1,3
441377,Inactive,7,0,4
441378,Active,8,0,3
441379,Pending,3,0,5
441380,Active,7,0,5
441381,Active,4,0,2
441382,Active,9,0,5
441383,Active,8,0,4
441384,Active,6,1,4
441385,Inactive,5,0,5
441386,Active,4,1,5
441387,Active,3,1,1
441388,Pending,2,1,5
441389,Active,5,0,2
441390,Active,0,0,2
441391,Active,5,0,5
441392,Active,2,1,1
441393,Active,8,0,4
441394,Active,8,1,4
441395,Inactive,0,1,4
441396,Active,7,0,2
441397,Inactive,3,0,1
441398,Pending,4,0,4
441399,Active,0,1,5
441400,Inactive,3,1,4
441401,Inactive,7,0,3
441402,Inactive,3,0,2
441403,Active,1,0,4
441404,Active,1,1,3
441405,Inactive,3,0,1
441406,Inactive,6,1,1
441407,Pending,9,0,2
441408,Pending,4,1,4
441409,Active,3,1,2
441410,Active,1,1,5
441411,Active,7,1,4
441412,Pending,3,1,1
441413,Pending,6,0,1
441414,Inactive,1,1,3
441415,Inactive,4,0,3
441416,Active,7,1,2
441417,Active,5,1,5
441418,Inactive,0,0,5
441419,Inactive,4,1,5
441420,Inactive,4,0,1
441421,Active,3,0,1
441422,Pending,3,1,2
441423,Pending,6,1,1
441424,Inactive,9,0,3
441425,Active,3,1,3
441426,Inactive,3,1,3
441427,Active,5,1,4
441428,Active,2,1,3
441429,Active,8,1,1
441430,Inactive,8,1,2
441431,Active,1,1,2
441432,Pending,2,0,2
441433,Inactive,6,1,3
441434,Active,4,0,4
441435,Inactive,4,1,2
441436,Inactive,1,1,3
441437,Inactive,3,0,2
441438,Inactive,1,0,2
441439,Pending,6,0,3
441440,Inactive,8,0,1
441441,Pending,3,1,3
441442,Inactive,5,0,1
441443,Active,6,0,3
441444,Active,7,1,3
441445,Active,0,1,2
441446,Inactive,0,0,1
441447,Inactive,2,0,4
441448,Active,8,1,5
441449,Inactive,5,0,3
441450,Inactive,2,0,1
441451,Active,2,0,5
441452,Active,7,1,1
